Observation unit ID	Date	TubN_LT20	TubW_LT20	TubN_GE20	TubW_GE20	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-ETH10-2-91-3	2010-12-01	7	15	10	280	17	295
WUR:CE-ETH10-2-91-4	2010-12-01	4	15	9	340	13	355
WUR:CE-ETH10-2-92-1	2010-12-01	9	35	18	395	27	430
WUR:CE-ETH10-2-92-2	2010-12-01	8	30	6	95	14	125
WUR:CE-ETH10-2-92-3	2010-12-01	8	30	10	160	18	190
WUR:CE-ETH10-2-92-4	2010-12-01	11	45	13	180	24	225
WUR:CE-ETH10-2-93-1	2010-12-01	1	3	2	25	3	28
WUR:CE-ETH10-2-93-2	2010-12-01	3	10	6	125	9	135
WUR:CE-ETH10-2-93-3	2010-12-01	6	25	8	165	14	190
WUR:CE-ETH10-2-93-4	2010-12-01	2	10	7	115	9	125
WUR:CE-ETH10-2-94-1	2010-12-01			7	170	7	170
WUR:CE-ETH10-2-94-2	2010-12-01	3	10	6	150	9	160
WUR:CE-ETH10-2-94-3	2010-12-01	7	20	19	575	26	595
WUR:CE-ETH10-2-94-4	2010-12-01	2	5	3	95	5	100
WUR:CE-ETH10-2-95-1	2010-12-01			1	15	1	15
WUR:CE-ETH10-2-95-2	2010-12-01	3	10	5	75	8	85
WUR:CE-ETH10-2-95-3	2010-12-01			2	55	2	55
WUR:CE-ETH10-2-95-4	2010-12-01			7	120	7	120
WUR:CE-ETH10-2-96-1	2010-12-01	4	10	6	95	10	105
WUR:CE-ETH10-2-96-2	2010-12-01	1	5	5	90	6	95
WUR:CE-ETH10-2-96-3	2010-12-01	3	12	4	105	7	117
WUR:CE-ETH10-2-96-4	2010-12-01	9	25	8	110	17	135
WUR:CE-ETH10-2-97-1	2010-12-01			8	105	8	105
WUR:CE-ETH10-2-97-2	2010-12-01	1	5	7	95	8	100
WUR:CE-ETH10-2-97-3	2010-12-01	6	25	8	160	14	185
WUR:CE-ETH10-2-97-4	2010-12-01	4	20	6	190	10	210
WUR:CE-ETH10-2-98-1	2010-12-01	4	15	9	280	13	295
WUR:CE-ETH10-2-98-2	2010-12-01	2	10	9	270	11	280
WUR:CE-ETH10-2-98-3	2010-12-01	4	25	8	140	12	165
WUR:CE-ETH10-2-98-4	2010-12-01			7	365	7	365
WUR:CE-ETH10-2-99-1	2010-12-01	2	10	12	405	14	415
WUR:CE-ETH10-2-99-2	2010-12-01	3	20	10	665	13	685
WUR:CE-ETH10-2-99-3	2010-12-01	3	20	14	425	17	445
WUR:CE-ETH10-2-99-4	2010-12-01	1	5	13	530	14	535
WUR:CE-ETH10-2-100-1	2010-12-01	3	15	4	105	7	120
WUR:CE-ETH10-2-100-2	2010-12-01	4	25	7	200	11	225
WUR:CE-ETH10-2-100-3	2010-12-01	1	5	6	230	7	235
WUR:CE-ETH10-2-100-4	2010-12-01			9	195	9	195
WUR:CE-ETH10-2-101-1	2010-12-01	2	10	6	125	8	135
WUR:CE-ETH10-2-101-2	2010-12-01	3	10	7	130	10	140
WUR:CE-ETH10-2-101-3	2010-12-01	2	10	6	155	8	165
WUR:CE-ETH10-2-101-4	2010-12-01	6	15	6	110	12	125
WUR:CE-ETH10-2-102-1	2010-12-01	4	20	14	105	18	125
WUR:CE-ETH10-2-102-2	2010-12-01	3	15	15	185	18	200
WUR:CE-ETH10-2-102-3	2010-12-01	4	35	4	125	8	160
WUR:CE-ETH10-2-102-4	2010-12-01	4	20	8	195	12	215
WUR:CE-ETH10-2-103-1	2010-12-01	4	22	5	110	9	132
WUR:CE-ETH10-2-103-2	2010-12-01	2	10	10	175	12	185
WUR:CE-ETH10-2-103-3	2010-12-01	4	25	10	170	14	195
WUR:CE-ETH10-2-103-4	2010-12-01	5	25	10	185	15	210
WUR:CE-ETH10-2-104-1	2010-12-01	10	65	7	135	17	200
WUR:CE-ETH10-2-104-2	2010-12-01	12	45	13	220	25	265
WUR:CE-ETH10-2-104-3	2010-12-01	7	30	8	145	15	175
WUR:CE-ETH10-2-104-4	2010-12-01	8	27	9	180	17	207
WUR:CE-ETH10-2-105-1	2010-12-01			4	115	4	115
WUR:CE-ETH10-2-105-2	2010-12-01	2	10	8	205	10	215
WUR:CE-ETH10-2-105-3	2010-12-01	3	10	3	80	6	90
WUR:CE-ETH10-2-105-4	2010-12-01	1	5	6	140	7	145
WUR:CE-ETH10-2-106-1	2010-12-01	2	10	8	155	10	165
WUR:CE-ETH10-2-106-2	2010-12-01	4	15	4	140	8	155
WUR:CE-ETH10-2-106-3	2010-12-01	2	10	13	260	15	270
WUR:CE-ETH10-2-106-4	2010-12-01			6	170	6	170
WUR:CE-ETH10-2-107-1	2010-12-01	1	5	8	215	9	220
WUR:CE-ETH10-2-107-2	2010-12-01			7	210	7	210
WUR:CE-ETH10-2-107-3	2010-12-01	3	15	11	245	14	260
WUR:CE-ETH10-2-107-4	2010-12-01	1	5	8	380	9	385
WUR:CE-ETH10-2-108-1	2010-12-01	3	15	4	110	7	125
WUR:CE-ETH10-2-108-2	2010-12-01	3	15	3	80	6	95
WUR:CE-ETH10-2-108-3	2010-12-01	1	10	2	90	3	100
WUR:CE-ETH10-2-108-4	2010-12-01	2	10	9	225	11	235
WUR:CE-ETH10-2-109-1	2010-12-01	2	15	12	205	14	220
WUR:CE-ETH10-2-109-2	2010-12-01			9	145	9	145
WUR:CE-ETH10-2-109-3	2010-12-01	5	25	16	380	21	405
WUR:CE-ETH10-2-109-4	2010-12-01	2	10	11	240	13	250
WUR:CE-ETH10-2-110-1	2010-12-01	5	20	12	200	17	220
WUR:CE-ETH10-2-110-2	2010-12-01	4	15	12	265	16	280
WUR:CE-ETH10-2-110-3	2010-12-01	3	10	6	95	9	105
WUR:CE-ETH10-2-110-4	2010-12-01	2	10	6	75	8	85
WUR:CE-ETH10-2-111-1	2010-12-01	2	5	5	100	7	105
WUR:CE-ETH10-2-111-2	2010-12-01	1	5	7	130	8	135
WUR:CE-ETH10-2-111-3	2010-12-01	2	10	5	120	7	130
WUR:CE-ETH10-2-111-4	2010-12-01	1	10	6	110	7	120
WUR:CE-ETH10-2-112-1	2010-12-01	4	25	3	30	7	55
WUR:CE-ETH10-2-112-2	2010-12-01	5	25	4	65	9	90
WUR:CE-ETH10-2-112-3	2010-12-01	3	15	5	100	8	115
WUR:CE-ETH10-2-112-4	2010-12-01	2	10	2	45	4	55
WUR:CE-ETH10-2-113-1	2010-12-01	4	20	9	175	13	195
WUR:CE-ETH10-2-113-2	2010-12-01			5	100	5	100
WUR:CE-ETH10-2-113-3	2010-12-01	4	35	11	220	15	255
WUR:CE-ETH10-2-113-4	2010-12-01	2	15	4	105	6	120
WUR:CE-ETH10-2-114-1	2010-12-01	14	45	3	60	17	105
WUR:CE-ETH10-2-114-2	2010-12-01	15	70	9	120	24	190
WUR:CE-ETH10-2-114-3	2010-12-01	7	30	6	125	13	155
WUR:CE-ETH10-2-114-4	2010-12-01	9	25	13	160	22	185
WUR:CE-ETH10-2-115-1	2010-12-01	1	5	8	190	9	195
WUR:CE-ETH10-2-115-2	2010-12-01	2	10	9	320	11	330
WUR:CE-ETH10-2-115-3	2010-12-01	2	15	7	220	9	235
WUR:CE-ETH10-2-115-4	2010-12-01	2	10	7	180	9	190
WUR:CE-ETH10-2-116-1	2010-12-01	2	10	4	110	6	120
WUR:CE-ETH10-2-116-2	2010-12-01	2	8	4	90	6	98
WUR:CE-ETH10-2-116-3	2010-12-01	4	20	10	165	14	185
WUR:CE-ETH10-2-116-4	2010-12-01	6	30	1	20	7	50
WUR:CE-ETH10-2-117-1	2010-12-01	2	7	13	260	15	267
WUR:CE-ETH10-2-117-2	2010-12-01	3	10	10	220	13	230
WUR:CE-ETH10-2-117-3	2010-12-01	8	35	16	440	24	475
WUR:CE-ETH10-2-117-4	2010-12-01	1	10	10	215	11	225
WUR:CE-ETH10-2-118-1	2010-12-01	3	10	14	1215	17	1225
WUR:CE-ETH10-2-118-2	2010-12-01			9	565	9	565
WUR:CE-ETH10-2-118-3	2010-12-01			5	240	5	240
WUR:CE-ETH10-2-118-4	2010-12-01	2	10	6	455	8	465
WUR:CE-ETH10-2-119-1	2010-12-01	1	5	1	30	2	35
WUR:CE-ETH10-2-119-2	2010-12-01	2	10	10	240	12	250
WUR:CE-ETH10-2-119-3	2010-12-01	2	10	4	70	6	80
WUR:CE-ETH10-2-119-4	2010-12-01	1	10	2	55	3	65
WUR:CE-ETH10-2-120-1	2010-12-01	6	30	24	380	30	410
WUR:CE-ETH10-2-120-2	2010-12-01	2	10	8	165	10	175
WUR:CE-ETH10-2-120-3	2010-12-01			3	120	3	120
WUR:CE-ETH10-2-120-4	2010-12-01	4	25	8	165	12	190
WUR:CE-ETH10-2-121-1	2010-12-01	4	15	3	65	7	80
WUR:CE-ETH10-2-121-2	2010-12-01	3	15	6	135	9	150
WUR:CE-ETH10-2-121-3	2010-12-01			2	65	2	65
WUR:CE-ETH10-2-121-4	2010-12-01	3	10	5	115	8	125
WUR:CE-ETH10-2-122-1	2010-12-01	7	35	12	215	19	250
WUR:CE-ETH10-2-122-2	2010-12-01	7	20	15	260	22	280
WUR:CE-ETH10-2-122-3	2010-12-01	10	30	11	125	21	155
WUR:CE-ETH10-2-122-4	2010-12-01	8	15	11	130	19	145
WUR:CE-ETH10-2-123-1	2010-12-01	4	15	13	220	17	235
WUR:CE-ETH10-2-123-2	2010-12-01	2	10	8	185	10	195
WUR:CE-ETH10-2-123-3	2010-12-01	4	20	6	135	10	155
WUR:CE-ETH10-2-123-4	2010-12-01	3	10	10	210	13	220
WUR:CE-ETH10-2-124-1	2010-12-01	6	20	3	35	9	55
WUR:CE-ETH10-2-124-2	2010-12-01	4	10	6	170	10	180
WUR:CE-ETH10-2-124-3	2010-12-01	4	10	15	250	19	260
WUR:CE-ETH10-2-124-4	2010-12-01	4	10	3	30	7	40
WUR:CE-ETH10-2-125-1	2010-12-01	2	10	10	190	12	200
WUR:CE-ETH10-2-125-2	2010-12-01	1	5	5	160	6	165
WUR:CE-ETH10-2-125-3	2010-12-01			5	105	5	105
WUR:CE-ETH10-2-125-4	2010-12-01					0	0
WUR:CE-ETH10-2-126-1	2010-12-01	3	10	14	320	17	330
WUR:CE-ETH10-2-126-2	2010-12-01			8	120	8	120
WUR:CE-ETH10-2-126-3	2010-12-01	1	5	4	100	5	105
WUR:CE-ETH10-2-126-4	2010-12-01	3	10	3	70	6	80
WUR:CE-ETH10-2-127-1	2010-12-01					0	0
WUR:CE-ETH10-2-127-2	2010-12-01	3	15	7	140	10	155
WUR:CE-ETH10-2-127-3	2010-12-01			8	150	8	150
WUR:CE-ETH10-2-127-4	2010-12-01	1	10	3	65	4	75
WUR:CE-ETH10-2-128-1	2010-12-01	4	15	9	230	13	245
WUR:CE-ETH10-2-128-2	2010-12-01	3	10	10	205	13	215
WUR:CE-ETH10-2-128-3	2010-12-01	8	30	8	120	16	150
WUR:CE-ETH10-2-128-4	2010-12-01	4	20	1	25	5	45
WUR:CE-ETH10-2-129-1	2010-12-01	1	5	7	185	8	190
WUR:CE-ETH10-2-129-2	2010-12-01	2	10	8	195	10	205
WUR:CE-ETH10-2-129-3	2010-12-01	3	20	6	115	9	135
WUR:CE-ETH10-2-129-4	2010-12-01			4	110	4	110
WUR:CE-ETH10-2-130-1	2010-12-01	4	15	8	170	12	185
WUR:CE-ETH10-2-130-2	2010-12-01	2	10	7	165	9	175
WUR:CE-ETH10-2-130-3	2010-12-01	5	25	7	175	12	200
WUR:CE-ETH10-2-130-4	2010-12-01	5	15	5	105	10	120
WUR:CE-ETH10-2-131-1	2010-12-01	3	15	10	375	13	390
WUR:CE-ETH10-2-131-2	2010-12-01	3	15	8	150	11	165
WUR:CE-ETH10-2-131-3	2010-12-01	5	20	9	180	14	200
WUR:CE-ETH10-2-131-4	2010-12-01	4	10	10	185	14	195
WUR:CE-ETH10-2-132-1	2010-12-01	7	35	13	190	20	225
WUR:CE-ETH10-2-132-2	2010-12-01	1	5	11	230	12	235
WUR:CE-ETH10-2-132-3	2010-12-01	1	5	7	110	8	115
WUR:CE-ETH10-2-132-4	2010-12-01	7	25	20	520	27	545
WUR:CE-ETH10-2-133-1	2010-12-01			4	185	4	185
WUR:CE-ETH10-2-133-2	2010-12-01	5	25	4	395	9	420
WUR:CE-ETH10-2-133-3	2010-12-01	4	35	9	385	13	420
WUR:CE-ETH10-2-133-4	2010-12-01	2	10	15	835	17	845
WUR:CE-ETH10-2-134-1	2010-12-01	2	10	5	105	7	115
WUR:CE-ETH10-2-134-2	2010-12-01	2	10	3	90	5	100
WUR:CE-ETH10-2-134-3	2010-12-01	3	15	11	240	14	255
WUR:CE-ETH10-2-134-4	2010-12-01	1	5	4	105	5	110
WUR:CE-ETH10-2-135-1	2010-12-01	3	25	9	165	12	190
WUR:CE-ETH10-2-135-2	2010-12-01	1	8	8	300	9	308
WUR:CE-ETH10-2-135-3	2010-12-01			10	325	10	325
WUR:CE-ETH10-2-135-4	2010-12-01	2	10	10	345	12	355
WUR:CE-ETH10-2-136-1	2010-12-01			7	120	7	120
WUR:CE-ETH10-2-136-2	2010-12-01	3	10	9	125	12	135
WUR:CE-ETH10-2-136-3	2010-12-01	5	25	7	125	12	150
WUR:CE-ETH10-2-136-4	2010-12-01	5	25	5	95	10	120
WUR:CE-ETH10-2-137-1	2010-12-01	1	10	4	130	5	140
WUR:CE-ETH10-2-137-2	2010-12-01	2	15	5	165	7	180
WUR:CE-ETH10-2-137-3	2010-12-01	1	10	5	135	6	145
WUR:CE-ETH10-2-137-4	2010-12-01	1	10	3	85	4	95
WUR:CE-ETH10-2-138-1	2010-12-01			10	250	10	250
WUR:CE-ETH10-2-138-2	2010-12-01	4	25	8	195	12	220
WUR:CE-ETH10-2-138-3	2010-12-01	5	30	12	245	17	275
WUR:CE-ETH10-2-138-4	2010-12-01	4	20	13	260	17	280
WUR:CE-ETH10-2-139-1	2010-12-01					0	0
WUR:CE-ETH10-2-139-2	2010-12-01					0	0
WUR:CE-ETH10-2-139-3	2010-12-01	3	25	2	85	5	110
WUR:CE-ETH10-2-139-4	2010-12-01	4	20	2	60	6	80
WUR:CE-ETH10-2-140-1	2010-12-01	2	15	13	210	15	225
WUR:CE-ETH10-2-140-2	2010-12-01	6	30	8	140	14	170
WUR:CE-ETH10-2-140-3	2010-12-01					0	0
WUR:CE-ETH10-2-140-4	2010-12-01	8	45	14	290	22	335
WUR:CE-ETH10-2-141-1	2010-12-01	2	15	5	220	7	235
WUR:CE-ETH10-2-141-2	2010-12-01	1	5	3	145	4	150
WUR:CE-ETH10-2-141-3	2010-12-01	1	5	3	95	4	100
WUR:CE-ETH10-2-141-4	2010-12-01	2	15	13	370	15	385
WUR:CE-ETH10-2-142-1	2010-12-01	9	55	10	440	19	495
WUR:CE-ETH10-2-142-2	2010-12-01	13	35	9	365	22	400
WUR:CE-ETH10-2-142-3	2010-12-01	30	150	18	560	48	710
WUR:CE-ETH10-2-142-4	2010-12-01	7	30	12	465	19	495
WUR:CE-ETH10-2-143-1	2010-12-01	8	70	13	485	21	555
WUR:CE-ETH10-2-143-2	2010-12-01	9	65	4	245	13	310
WUR:CE-ETH10-2-143-3	2010-12-01	3	20	8	495	11	515
WUR:CE-ETH10-2-143-4	2010-12-01	5	45	3	115	8	160
WUR:CE-ETH10-2-144-1	2010-12-01	2	10	13	440	15	450
WUR:CE-ETH10-2-144-2	2010-12-01	1	5	17	520	18	525
WUR:CE-ETH10-2-144-3	2010-12-01	2	10	19	430	21	440
WUR:CE-ETH10-2-144-4	2010-12-01	2	10	17	565	19	575
WUR:CE-ETH10-2-145-1	2010-12-01	1	5	3	60	4	65
WUR:CE-ETH10-2-145-2	2010-12-01	5	20	5	305	10	325
WUR:CE-ETH10-2-145-3	2010-12-01	3	25	8	440	11	465
WUR:CE-ETH10-2-145-4	2010-12-01			12	515	12	515
WUR:CE-ETH10-2-146-1	2010-12-01	4	15	6	115	10	130
WUR:CE-ETH10-2-146-2	2010-12-01	4	20	5	165	9	185
WUR:CE-ETH10-2-146-3	2010-12-01	2	10	3	100	5	110
WUR:CE-ETH10-2-146-4	2010-12-01	2	7	10	265	12	272
WUR:CE-ETH10-2-147-1	2010-12-01			3	85	3	85
WUR:CE-ETH10-2-147-2	2010-12-01	1	5	11	365	12	370
WUR:CE-ETH10-2-147-3	2010-12-01			5	200	5	200
WUR:CE-ETH10-2-147-4	2010-12-01			5	265	5	265
WUR:CE-ETH10-2-148-1	2010-12-01			10	305	10	305
WUR:CE-ETH10-2-148-2	2010-12-01	1	10	4	110	5	120
WUR:CE-ETH10-2-148-3	2010-12-01	1	7	7	115	8	122
WUR:CE-ETH10-2-148-4	2010-12-01			2	100	2	100
WUR:CE-ETH10-2-149-1	2010-12-01	4	20	11	400	15	420
WUR:CE-ETH10-2-149-2	2010-12-01	4	20	5	280	9	300
WUR:CE-ETH10-2-149-3	2010-12-01	8	30	11	510	19	540
WUR:CE-ETH10-2-149-4	2010-12-01	3	20	6	405	9	425
WUR:CE-ETH10-2-150-1	2010-12-01	4	15	7	150	11	165
WUR:CE-ETH10-2-150-2	2010-12-01	4	20	7	145	11	165
WUR:CE-ETH10-2-150-3	2010-12-01	7	50	8	120	15	170
WUR:CE-ETH10-2-150-4	2010-12-01	3	10	11	305	14	315
WUR:CE-ETH10-2-151-1	2010-12-01	4	25	10	185	14	210
WUR:CE-ETH10-2-151-2	2010-12-01	3	10	10	215	13	225
WUR:CE-ETH10-2-151-3	2010-12-01			6	115	6	115
WUR:CE-ETH10-2-151-4	2010-12-01	3	10	10	195	13	205
WUR:CE-ETH10-2-152-1	2010-12-01	7	70			7	70
WUR:CE-ETH10-2-152-2	2010-12-01			9	250	9	250
WUR:CE-ETH10-2-152-3	2010-12-01	5	25	4	70	9	95
WUR:CE-ETH10-2-152-4	2010-12-01	5	30	3	75	8	105
WUR:CE-ETH10-2-153-1	2010-12-01	3	15	7	225	10	240
WUR:CE-ETH10-2-153-2	2010-12-01	3	15	17	995	20	1010
WUR:CE-ETH10-2-153-3	2010-12-01	2	8	9	456	11	464
WUR:CE-ETH10-2-153-4	2010-12-01	2	15	14	830	16	845
WUR:CE-ETH10-2-154-1	2010-12-01	2	10	9	240	11	250
WUR:CE-ETH10-2-154-2	2010-12-01	1	5	9	240	10	245
WUR:CE-ETH10-2-154-3	2010-12-01			3	180	3	180
WUR:CE-ETH10-2-154-4	2010-12-01			12	240	12	240
WUR:CE-ETH10-2-155-1	2010-12-01	19	95	21	420	40	515
WUR:CE-ETH10-2-155-2	2010-12-01	19	105	16	330	35	435
WUR:CE-ETH10-2-155-3	2010-12-01	18	125	18	395	36	520
WUR:CE-ETH10-2-155-4	2010-12-01	8	35	16	220	24	255
WUR:CE-ETH10-2-156-1	2010-12-01	1	5	5	125	6	130
WUR:CE-ETH10-2-156-2	2010-12-01	4	20	10	450	14	470
WUR:CE-ETH10-2-156-3	2010-12-01	2	15	24	685	26	700
WUR:CE-ETH10-2-156-4	2010-12-01	4	25	19	760	23	785
WUR:CE-ETH10-2-157-1	2010-12-01	1	6	8	110	9	116
WUR:CE-ETH10-2-157-2	2010-12-01	2	10	6	115	8	125
WUR:CE-ETH10-2-157-3	2010-12-01	2	10	6	105	8	115
WUR:CE-ETH10-2-157-4	2010-12-01	1	5	6	165	7	170
WUR:CE-ETH10-2-158-1	2010-12-01	2	15	7	180	9	195
WUR:CE-ETH10-2-158-2	2010-12-01	5	25	5	120	10	145
WUR:CE-ETH10-2-158-3	2010-12-01	3	20	4	75	7	95
WUR:CE-ETH10-2-158-4	2010-12-01	2	15	5	145	7	160
WUR:CE-ETH10-2-159-1	2010-12-01	7	20	17	385	24	405
WUR:CE-ETH10-2-159-2	2010-12-01	7	30	9	285	16	315
WUR:CE-ETH10-2-159-3	2010-12-01	17	85	18	485	35	570
WUR:CE-ETH10-2-159-4	2010-12-01	4	35	9	200	13	235
WUR:CE-ETH10-2-160-1	2010-12-01	6	75	8	105	14	180
WUR:CE-ETH10-2-160-2	2010-12-01	10	102	7	120	17	222
WUR:CE-ETH10-2-160-3	2010-12-01	6	35	3	25	9	60
WUR:CE-ETH10-2-160-4	2010-12-01	7	35	2	55	9	90
WUR:CE-ETH10-2-161-1	2010-12-01	6	30	12	125	18	155
WUR:CE-ETH10-2-161-2	2010-12-01	6	35	12	194	18	229
WUR:CE-ETH10-2-161-3	2010-12-01	7	30	19	370	26	400
WUR:CE-ETH10-2-161-4	2010-12-01	3	10	11	185	14	195
WUR:CE-ETH10-2-162-1	2010-12-01	2	7	5	200	7	207
WUR:CE-ETH10-2-162-2	2010-12-01			4	160	4	160
WUR:CE-ETH10-2-162-3	2010-12-01					0	0
WUR:CE-ETH10-2-162-4	2010-12-01			6	240	6	240
WUR:CE-ETH10-2-163-1	2010-12-01	8	45	3	65	11	110
WUR:CE-ETH10-2-163-2	2010-12-01	4	45	2	45	6	90
WUR:CE-ETH10-2-163-3	2010-12-01	13	60	8	160	21	220
WUR:CE-ETH10-2-163-4	2010-12-01	12	70	4	105	16	175
WUR:CE-ETH10-2-164-1	2010-12-01			5	120	5	120
WUR:CE-ETH10-2-164-2	2010-12-01	5	25	5	250	10	275
WUR:CE-ETH10-2-164-3	2010-12-01					0	0
WUR:CE-ETH10-2-164-4	2010-12-01	14	25	4	50	18	75
WUR:CE-ETH10-2-165-1	2010-12-01	8	35	3	40	11	75
WUR:CE-ETH10-2-165-2	2010-12-01	10	35	6	105	16	140
WUR:CE-ETH10-2-165-3	2010-12-01					0	0
WUR:CE-ETH10-2-165-4	2010-12-01	12	50	5	90	17	140
WUR:CE-ETH10-2-166-1	2010-12-01	3	10	14	440	17	450
WUR:CE-ETH10-2-166-2	2010-12-01	2	15	9	330	11	345
WUR:CE-ETH10-2-166-3	2010-12-01	1	5	8	230	9	235
WUR:CE-ETH10-2-166-4	2010-12-01	1	5	6	230	7	235
WUR:CE-ETH10-2-167-1	2010-12-01	27	180	10	240	37	420
WUR:CE-ETH10-2-167-2	2010-12-01	8	85	10	290	18	375
WUR:CE-ETH10-2-167-3	2010-12-01	9	65	5	145	14	210
WUR:CE-ETH10-2-167-4	2010-12-01	16	105	3	105	19	210
WUR:CE-ETH10-2-168-1	2010-12-01	2	10	7	195	9	205
WUR:CE-ETH10-2-168-2	2010-12-01	1	5	6	180	7	185
WUR:CE-ETH10-2-168-3	2010-12-01	3	10	13	345	16	355
WUR:CE-ETH10-2-168-4	2010-12-01	3	10	5	190	8	200
WUR:CE-ETH10-2-169-1	2010-12-01	3	15	6	20	9	35
WUR:CE-ETH10-2-169-2	2010-12-01	2	10	9	95	11	105
WUR:CE-ETH10-2-169-3	2010-12-01			4	185	4	185
WUR:CE-ETH10-2-169-4	2010-12-01	4	40	10	185	14	225
WUR:CE-ETH10-2-170-1	2010-12-01	1	5	5	125	6	130
WUR:CE-ETH10-2-170-2	2010-12-01	3	15	7	165	10	180
WUR:CE-ETH10-2-170-3	2010-12-01	2	10	5	95	7	105
WUR:CE-ETH10-2-170-4	2010-12-01	3	10	4	100	7	110
WUR:CE-ETH10-2-171-1	2010-12-01	1	5	7	190	8	195
WUR:CE-ETH10-2-171-2	2010-12-01	4	10	7	195	11	205
WUR:CE-ETH10-2-171-3	2010-12-01	1	15	7	195	8	210
WUR:CE-ETH10-2-171-4	2010-12-01	2	10	4	115	6	125
WUR:CE-ETH10-2-172-1	2010-12-01	3	15	9	365	12	380
WUR:CE-ETH10-2-172-2	2010-12-01	3	10	7	200	10	210
WUR:CE-ETH10-2-172-3	2010-12-01	1	7	8	205	9	212
WUR:CE-ETH10-2-172-4	2010-12-01			5	160	5	160
WUR:CE-ETH10-2-173-1	2010-12-01	4	15	15	460	19	475
WUR:CE-ETH10-2-173-2	2010-12-01	4	20	10	375	14	395
WUR:CE-ETH10-2-173-3	2010-12-01	2	10	13	280	15	290
WUR:CE-ETH10-2-173-4	2010-12-01	2	10	12	225	14	235
WUR:CE-ETH10-2-174-1	2010-12-01	1	5	3	45	4	50
WUR:CE-ETH10-2-174-2	2010-12-01	3	15	2	85	5	100
WUR:CE-ETH10-2-174-3	2010-12-01	2	10	4	85	6	95
WUR:CE-ETH10-2-174-4	2010-12-01			2	65	2	65
WUR:CE-ETH10-2-175-1	2010-12-01	5	25	14	360	19	385
WUR:CE-ETH10-2-175-2	2010-12-01	5	45	23	560	28	605
WUR:CE-ETH10-2-175-3	2010-12-01	1	5	12	220	13	225
WUR:CE-ETH10-2-175-4	2010-12-01	1	8	7	155	8	163
WUR:CE-ETH10-2-176-1	2010-12-01	5	25	9	120	14	145
WUR:CE-ETH10-2-176-2	2010-12-01	2	10	6	130	8	140
WUR:CE-ETH10-2-176-3	2010-12-01	1	5	9	160	10	165
WUR:CE-ETH10-2-176-4	2010-12-01	5	20	6	105	11	125
WUR:CE-ETH10-2-177-1	2010-12-01	3	10	6	170	9	180
WUR:CE-ETH10-2-177-2	2010-12-01	4	10	6	210	10	220
WUR:CE-ETH10-2-177-3	2010-12-01			5	120	5	120
WUR:CE-ETH10-2-177-4	2010-12-01			6	195	6	195
WUR:CE-ETH10-2-178-1	2010-12-01	2	10	7	215	9	225
WUR:CE-ETH10-2-178-2	2010-12-01	5	15	9	165	14	180
WUR:CE-ETH10-2-178-3	2010-12-01			5	180	5	180
WUR:CE-ETH10-2-178-4	2010-12-01	2	8	6	125	8	133
WUR:CE-ETH10-2-179-1	2010-12-01	2	10	7	170	9	180
WUR:CE-ETH10-2-179-2	2010-12-01	6	27	4	55	10	82
WUR:CE-ETH10-2-179-3	2010-12-01	5	20	11	365	16	385
WUR:CE-ETH10-2-179-4	2010-12-01	5	35	4	105	9	140
WUR:CE-ETH10-2-180-1	2010-12-01	1	6	15	655	16	661
WUR:CE-ETH10-2-180-2	2010-12-01	4	15	7	230	11	245
WUR:CE-ETH10-2-180-3	2010-12-01	4	20	9	390	13	410
WUR:CE-ETH10-2-180-4	2010-12-01	5	15	13	605	18	620
WUR:CE-ETH10-2-181-1	2010-12-01	4	25	10	195	14	220
WUR:CE-ETH10-2-181-2	2010-12-01	1	7	8	210	9	217
WUR:CE-ETH10-2-181-3	2010-12-01	3	10	8	190	11	200
WUR:CE-ETH10-2-181-4	2010-12-01	3	10	11	210	14	220
WUR:CE-ETH10-2-182-1	2010-12-01			11	250	11	250
WUR:CE-ETH10-2-182-2	2010-12-01	3	10	6	100	9	110
WUR:CE-ETH10-2-182-3	2010-12-01	1	5	6	185	7	190
WUR:CE-ETH10-2-182-4	2010-12-01	1	6	7	210	8	216
WUR:CE-ETH10-2-183-1	2010-12-01	4	15	10	245	14	260
WUR:CE-ETH10-2-183-2	2010-12-01	10	65	9	190	19	255
WUR:CE-ETH10-2-183-3	2010-12-01	1	6	14	315	15	321
WUR:CE-ETH10-2-183-4	2010-12-01	7	35	18	425	25	460
WUR:CE-ETH10-2-184-1	2010-12-01	1	5	15	760	16	765
WUR:CE-ETH10-2-184-2	2010-12-01			16	690	16	690
WUR:CE-ETH10-2-184-3	2010-12-01			11	605	11	605
WUR:CE-ETH10-2-184-4	2010-12-01	2	10	17	750	19	760
WUR:CE-ETH10-2-185-1	2010-12-01	8	95	10	395	18	490
WUR:CE-ETH10-2-185-2	2010-12-01	7	52	11	220	18	272
WUR:CE-ETH10-2-185-3	2010-12-01			4	120	4	120
WUR:CE-ETH10-2-185-4	2010-12-01	3	15	10	200	13	215
WUR:CE-ETH10-2-186-1	2010-12-01			12	605	12	605
WUR:CE-ETH10-2-186-2	2010-12-01			9	610	9	610
WUR:CE-ETH10-2-186-3	2010-12-01			12	575	12	575
WUR:CE-ETH10-2-186-4	2010-12-01			7	455	7	455
WUR:CE-ETH10-2-187-1	2010-12-01	6	30	4	75	10	105
WUR:CE-ETH10-2-187-2	2010-12-01			6	120	6	120
